,Unnamed: 0,State,District,Persons,Males,Females,Growth (1991 - 2001),Rural,Urban,Scheduled Caste population,Percentage - SC to total,Number of households,Household size (per household),Sex ratio (females per 1000 males),Sex ratio (0-6 years),Scheduled Tribe population,Percentage to total population (ST),Persons- literate,Males- Literate,Females- Literate,Persons- literacy rate,Males- Literatacy Rate,Females- Literacy Rate,Total Educated,Data without level,Below Primary,Primary,Middle,Matric/Higher Secondary/Diploma,Graduate and Above,0 - 4 years,5 - 14 years,15 - 59 years,60 years and above (Incl. A.N.S.),Total workers,Main workers,Marginal workers,Non-workers,SC#1 Name,SC#1 Population,SC#2 Name,SC#2 Population,SC#3 Name,SC#3 Population,Religeon#1 Name,Religeon#1 Population,Religeon#2 Name,Religeon#2 Population,Religeon#3 Name,Religeon#3 Population,ST#1 Name,ST#1 Population,ST#2 Name,ST#2 Population,ST#3 Name,ST#3 Population,Imp Town#1 Name,Imp Town#1 Population,Imp Town#2 Name,Imp Town#2 Population,Imp Town#3 Name,Imp Town#3 Population,Total Inhabited Villages,Drinking water facilities,Safe Drinking water,Electricity (Power Supply),Electricity (domestic),Electricity (Agriculture),Primary school,Middle schools,Secondary/Sr Secondary schools,College,Medical facility,Primary Health Centre,Primary Health Sub-Centre,"Post, telegraph and telephone facility",Bus services,Paved approach road,Mud approach road,Permanent House,Semi-permanent House,Temporary House
16,17,Bihar,"District Saran (17), Bihar (10)",3248701.0,1652661.0,1596040.0,26.37,2950064,298637,389933,12.0,471446.0,7.0,966.0,949.0,6667,0.21,1347610.0,888812.0,458798.0,51.8,67.3,35.82,1347610.0,44856.0,342494.0,360628.0,220404.0,317047.0,62137.0,420308.0,971710.0,1594015.0,262668.0,860940.0,644618.0,216322.0,2387761.0,1.Chamar etc.,196277.0,2.Dusadh etc.,134071.0,3.Pasi,17755.0,1.Hindus,2909213.0,2.Muslims,337767.0,3.Religion not stated,758.0,1.Gond,4926,2.Oraon,635,3.Lohara etc.,375,1.Chapra (M),179190.0,2.Revelganj (M),34042.0,3.Sonepur (NA),33490.0,1566.0,1566.0,1566.0,544.0,438,97,1213.0,358,49,19,342,46,115,462.0,170.0,611.0,1526,69.5,18.6,11.9
17,18,Bihar,"District Vaishali (18), Bihar (10)",2718421.0,1415603.0,1302818.0,26.39,2531766,186655,562123,20.68,412669.0,7.0,920.0,937.0,3068,0.11,1098151.0,717734.0,380417.0,50.49,63.23,36.58,1098151.0,42767.0,289620.0,290962.0,160999.0,260462.0,53254.0,361280.0,778885.0,1372189.0,206067.0,782717.0,624452.0,158265.0,1935704.0,1.Dusadh etc.,305398.0,2.Chamar etc.,171676.0,3.Musahar,31264.0,1.Hindus,2457636.0,2.Muslims,259158.0,3.Religion not stated,922.0,1.Kharwar,729,2.Munda,651,3.Lohara etc.,591,1.Hajipur (M),119412.0,2.Mahnar Bazar (M),37370.0,3.Lalganj (M),29873.0,1414.0,1414.0,1414.0,970.0,892,55,929.0,294,37,14,154,29,97,408.0,141.0,627.0,1300,50.2,24.0,25.8
18,19,Bihar,"District Samastipur (19), Bihar (10)",3394793.0,1760692.0,1634101.0,25.63,3271338,123455,628838,18.52,575523.0,6.0,928.0,937.0,3362,0.1,1211152.0,802593.0,408559.0,45.13,57.59,31.67,1211152.0,94677.0,348068.0,318259.0,161391.0,218608.0,69956.0,478075.0,973360.0,1710480.0,232878.0,1071974.0,843356.0,228618.0,2322819.0,1.Dusadh etc.,285635.0,2.Chamar etc.,183891.0,3.Musahar,64732.0,1.Hindus,3035755.0,2.Muslims,355897.0,3.Religion not stated,1432.0,1.Munda,1050,2.Oraon,873,3.Kharwar,373,1.Samastipur (M),55589.0,2.Rosera (M),27492.0,3.Dalsinghsarai (NA),20196.0,1122.0,1122.0,1122.0,674.0,470,91,878.0,321,94,33,195,39,112,444.0,151.0,636.0,1052,54.7,19.8,25.5
19,20,Bihar,"District Begusarai (20), Bihar (10)",2349366.0,1228874.0,1120492.0,29.11,2241743,107623,341173,14.52,404656.0,6.0,912.0,945.0,1505,0.06,896444.0,580459.0,315985.0,47.98,59.13,35.64,896444.0,54409.0,230002.0,238430.0,115437.0,201143.0,56953.0,317887.0,683693.0,1197807.0,149979.0,746075.0,571564.0,174511.0,1603291.0,1.Dusadh etc.,184415.0,2.Chamar etc.,61074.0,3.Musahar,43005.0,1.Hindus,2033039.0,2.Muslims,313713.0,3.Religion not stated,1224.0,1.Oraon,361,2.Gond,322,3.Santal,261,1.Begusarai (M),93741.0,2.Barauni IOC Township (CT),13882.0,,,729.0,729.0,729.0,457.0,183,49,503.0,233,92,17,167,76,77,260.0,146.0,446.0,556,53.3,28.2,18.5
20,21,Bihar,"District Khagaria (21), Bihar (10)",1280354.0,679267.0,601087.0,29.32,1204027,76327,185122,14.46,224095.0,6.0,885.0,931.0,332,0.03,414174.0,277226.0,136948.0,41.35,51.82,29.35,414174.0,24151.0,106607.0,111887.0,55070.0,95168.0,21286.0,183903.0,375986.0,639554.0,80911.0,467240.0,333262.0,133978.0,813114.0,1.Musahar,73276.0,2.Dusadh etc.,53698.0,3.Chamar etc.,41091.0,1.Hindus,1147346.0,2.Muslims,131441.0,3.Others,546.0,1.Oraon,97,2.Generic Tribes etc.,70,3.Munda,40,1.Khagaria (M),45221.0,2.Gogri Jamalpur (NA),31106.0,,,241.0,241.0,241.0,114.0,105,37,220.0,136,44,4,124,35,72,152.0,47.0,126.0,233,39.7,25.6,34.7
21,22,Bihar,"District Bhagalpur (22), Bihar (10)",2423172.0,1291658.0,1131514.0,27.24,1970745,452427,254686,10.51,412080.0,6.0,876.0,966.0,55545,2.29,965683.0,622679.0,343004.0,49.5,59.22,38.13,965683.0,52742.0,204880.0,243090.0,142439.0,243765.0,78697.0,305203.0,699924.0,1251470.0,166575.0,855345.0,580731.0,274614.0,1567827.0,1.Chamar etc.,104164.0,2.Dusadh etc.,76366.0,3.Musahar,25817.0,1.Hindus,1990976.0,2.Muslims,423246.0,3.Christians,1853.0,1.Kharwar,32080,2.Santal,12960,3.Oraon,5219,1.Bhagalpur (M Corp.),340767.0,2.Sultanganj (NA),41958.0,3.Naugachhia (NA),38287.0,935.0,935.0,934.0,445.0,279,70,642.0,216,88,8,229,57,80,358.0,101.0,460.0,804,44.0,27.3,28.7
22,23,Bihar,"District Banka * (23), Bihar (10)",1608773.0,843293.0,765480.0,24.47,1552353,56420,200059,12.44,278639.0,6.0,908.0,964.0,75070,4.67,547326.0,373997.0,173329.0,42.73,55.29,28.67,547326.0,21838.0,137137.0,161536.0,83442.0,118870.0,24495.0,213438.0,455600.0,827569.0,112166.0,636665.0,405608.0,231057.0,972108.0,1.Chamar etc.,109552.0,2.Dusadh etc.,31782.0,3.Musahar,18763.0,1.Hindus,1409352.0,2.Muslims,190051.0,3.Others,5264.0,1.Santal,66984,2.Generic Tribes etc.,2674,3.Ho,1455,1.Banka (M),35455.0,2.Amarpur (NA),20965.0,,,1682.0,1682.0,1677.0,289.0,241,37,909.0,207,53,8,146,25,83,234.0,108.0,360.0,1455,22.7,29.0,48.3
23,24,Bihar,"District Munger (24), Bihar (10)",1137797.0,607730.0,530067.0,20.34,819950,317847,150947,13.27,195175.0,6.0,872.0,914.0,18060,1.59,554332.0,349630.0,204702.0,59.47,69.89,47.4,554332.0,22893.0,107443.0,134681.0,82675.0,166331.0,40304.0,134754.0,318251.0,602090.0,82702.0,331451.0,233688.0,97763.0,806346.0,1.Dusadh etc.,53749.0,2.Musahar,35060.0,3.Chamar etc.,33818.0,1.Hindus,1045233.0,2.Muslims,89791.0,3.Christians,1135.0,1.Santal,9950,2.Kora,3165,3.Generic Tribes etc.,2121,1.Munger (M),188050.0,2.Jamalpur (M),96983.0,3.Kharagpur (NA),27075.0,525.0,525.0,524.0,321.0,138,37,382.0,127,65,7,149,18,68,176.0,94.0,337.0,454,50.5,26.0,23.5
24,25,Bihar,"District Lakhisarai * (25), Bihar (10)",802225.0,417672.0,384553.0,23.94,684485,117740,126575,15.78,125397.0,6.0,921.0,950.0,5636,0.7,303536.0,200968.0,102568.0,47.96,60.74,33.96,303536.0,6385.0,75190.0,85703.0,37350.0,83075.0,15832.0,111184.0,233060.0,404298.0,53683.0,292634.0,226192.0,66442.0,509591.0,1.Dusadh etc.,44120.0,2.Musahar,43634.0,3.Chamar etc.,18883.0,1.Hindus,766232.0,2.Muslims,35378.0,3.Sikhs,211.0,1.Kora,4276,2.Santal,955,3.Lohara etc.,135,1.Lakhisarai (M),77875.0,2.Barahiya (M),39865.0,,,357.0,357.0,357.0,116.0,99,15,308.0,125,34,2,96,12,50,118.0,33.0,125.0,299,50.2,34.3,15.5
25,26,Bihar,"District Sheikhpura * (26), Bihar (10)",525502.0,273992.0,251510.0,24.96,444189,81313,103732,19.74,78958.0,7.0,918.0,954.0,211,0.04,202035.0,134917.0,67118.0,48.6,61.94,33.92,202035.0,8668.0,44938.0,55787.0,23763.0,57234.0,11645.0,71583.0,151312.0,265517.0,37090.0,194396.0,151504.0,42892.0,331106.0,1.Dusadh etc.,40213.0,2.Musahar,28876.0,3.Chamar etc.,17088.0,1.Hindus,487021.0,2.Muslims,37755.0,3.Christians,375.0,1.Lohara etc.,94,2.Santal,62,3.Oraon,18,1.Sheikhpura (M),43113.0,2.Barbigha (NA),38200.0,,,268.0,268.0,268.0,130.0,46,20,238.0,95,35,5,72,7,54,96.0,67.0,174.0,151,47.1,41.4,11.5
26,27,Bihar,"District Nalanda (27), Bihar (10)",2370528.0,1238599.0,1131929.0,18.64,2016899,353629,473786,19.99,360797.0,7.0,914.0,941.0,970,0.04,1015473.0,665076.0,350397.0,53.19,66.44,38.58,1015473.0,36592.0,210649.0,257416.0,133793.0,269470.0,105051.0,298638.0,664326.0,1237078.0,170486.0,903144.0,700007.0,203137.0,1467384.0,1.Dusadh etc.,198413.0,2.Chamar etc.,103571.0,3.Musahar,70639.0,1.Hindus,2191552.0,2.Muslims,176871.0,3.Religion not stated,888.0,1.Oraon,243,2.Munda,195,3.Gorait,164,1.Bihar (M),232071.0,2.Hilsa (NA),37775.0,3.Rajgir (NA),33738.0,1000.0,1000.0,1000.0,366.0,172,182,879.0,344,98,11,198,34,118,325.0,92.0,398.0,706,55.3,31.9,12.8
27,28,Bihar,"District Patna (28), Bihar (10)",4718592.0,2519942.0,2198650.0,30.17,2757060,1961532,729988,15.47,726364.0,6.0,873.0,922.0,9236,0.2,2453501.0,1535672.0,917829.0,62.92,73.34,50.83,2453501.0,293828.0,456450.0,541973.0,307964.0,504159.0,348464.0,530093.0,1269888.0,2598155.0,320456.0,1425647.0,1161984.0,263663.0,3292945.0,1.Dusadh etc.,277756.0,2.Chamar etc.,199423.0,3.Pasi,93200.0,1.Hindus,4333556.0,2.Muslims,366164.0,3.Christians,8951.0,1.Oraon,2341,2.Munda,1889,3.Gond,1556,1.Patna (M Corp.),1366444.0,2.Dinapur Nizamat (M),131176.0,3.Mokameh (M),56615.0,1288.0,1288.0,1288.0,615.0,287,220,1199.0,421,161,16,390,47,175,471.0,103.0,520.0,970,68.4,22.1,9.5
28,29,Bihar,"District Bhojpur (29), Bihar (10)",2243144.0,1179611.0,1063533.0,24.58,1930730,312414,343598,15.32,321192.0,7.0,902.0,939.0,8337,0.37,1073010.0,714185.0,358825.0,58.96,74.29,41.8,1073010.0,21235.0,245719.0,294520.0,191702.0,251870.0,67823.0,270812.0,642713.0,1159967.0,169652.0,653811.0,491916.0,161895.0,1589333.0,1.Chamar etc.,124708.0,2.Dusadh etc.,116679.0,3.Musahar,41877.0,1.Hindus,2076589.0,2.Muslims,163193.0,3.Religion not stated,913.0,1.Gond,6556,2.Kharwar,878,3.Lohara etc.,275,1.Arrah (M),203380.0,2.Jagdishpur (M),28085.0,3.Piro (NA),25811.0,999.0,999.0,998.0,247.0,229,23,885.0,243,35,1,133,29,69,326.0,243.0,465.0,729,57.4,36.2,6.4
29,30,Bihar,"District Buxar * (30), Bihar (10)",1402396.0,738354.0,664042.0,29.03,1273422,128974,198014,14.12,192426.0,7.0,899.0,924.0,8428,0.6,642167.0,429414.0,212753.0,56.8,71.92,39.88,642167.0,18334.0,153170.0,169511.0,111320.0,151446.0,38342.0,172313.0,404513.0,717139.0,108431.0,408186.0,305398.0,102788.0,994210.0,1.Chamar etc.,119334.0,2.Dusadh etc.,46537.0,3.Dhobi,10431.0,1.Hindus,1309181.0,2.Muslims,86382.0,3.Buddhists,4464.0,1.Gond,4958,2.Kharwar,2487,3.Lohara etc.,355,1.Buxar (M),83168.0,2.Dumraon (M),45806.0,,,819.0,819.0,819.0,318.0,150,104,529.0,147,79,5,95,15,56,187.0,64.0,246.0,701,53.3,37.7,8.9
30,31,Bihar,"District Kaimur (Bhabua) * (31), Bihar (10)",1289074.0,677623.0,611451.0,30.64,1247299,41775,286291,22.21,184797.0,7.0,902.0,939.0,35662,2.77,561854.0,375196.0,186658.0,55.12,69.67,38.83,561854.0,30513.0,148388.0,153131.0,97772.0,103874.0,28174.0,176355.0,363911.0,643338.0,105470.0,442887.0,312872.0,130015.0,846187.0,1.Chamar etc.,192014.0,2.Dusadh etc.,44506.0,3.Pasi,16083.0,1.Hindus,1161779.0,2.Muslims,123048.0,3.Buddhists,2880.0,1.Kharwar,22990,2.Gond,5736,3.Oraon,3317,1.Bhabua (M),41775.0,,,,,1349.0,1349.0,1345.0,645.0,179,290,791.0,168,38,8,225,10,52,163.0,145.0,467.0,1081,36.1,58.5,5.4
31,32,Bihar,"District Rohtas (32), Bihar (10)",2450748.0,1283485.0,1167263.0,27.71,2123942,326806,444333,18.13,346043.0,7.0,909.0,950.0,25663,1.05,1205287.0,779613.0,425674.0,61.29,75.31,45.71,1205287.0,30279.0,275242.0,313981.0,204073.0,303289.0,78327.0,312605.0,696884.0,1269991.0,171268.0,744183.0,544731.0,199452.0,1706565.0,1.Chamar etc.,179309.0,2.Dusadh etc.,156741.0,3.Dhobi,28442.0,1.Hindus,2199049.0,2.Muslims,246760.0,3.Sikhs,2549.0,1.Oraon,8814,2.Kharwar,7382,3.Chero,4072,1.Sasaram (M),131172.0,2.Dehri (M),119057.0,3.Bikramganj (NA),38408.0,1710.0,1710.0,1708.0,493.0,334,142,1185.0,339,112,9,153,32,64,313.0,265.0,738.0,1259,50.6,47.1,2.4
32,33,Bihar,District Jehanabad,1514315.0,784946.0,729369.0,28.64,1402703,111612,286217,18.9,230635.0,7.0,929.0,916.0,1313,0.09,674115.0,442411.0,231704.0,55.26,70.07,39.37,674115.0,29147.0,148272.0,165901.0,94041.0,195509.0,40964.0,188698.0,423299.0,788579.0,113739.0,580905.0,422789.0,158116.0,933410.0,1.Dusadh etc.,91522.0,2.Chamar etc.,86434.0,3.Musahar,46452.0,1.Hindus,1389053.0,2.Muslims,124149.0,3.Religion not stated,743.0,1.Oraon,337,2.Gorait,224,3.Lohara etc.,179,1.Jehanabad (M),81503.0,2.Makhdumpur (NA),30109.0,,,856.0,856.0,856.0,219.0,101,151,672.0,175,81,11,123,21,66,206.0,76.0,312.0,611,46.5,36.4,17.1
33,34,Bihar,"District Aurangabad (34), Bihar (10)",2013055.0,1040945.0,972110.0,30.19,1842998,170057,472766,23.49,285969.0,7.0,934.0,943.0,1640,0.08,920766.0,594522.0,326244.0,57.03,71.13,41.9,920766.0,42368.0,223690.0,246053.0,133900.0,226566.0,48108.0,257989.0,571246.0,1034327.0,149493.0,671011.0,476390.0,194621.0,1342044.0,1.Chamar etc.,161534.0,2.Dusadh etc.,159095.0,3.Bhuiya,71456.0,1.Hindus,1814612.0,2.Muslims,196030.0,3.Religion not stated,1161.0,1.Lohara etc.,533,2.Oraon,257,3.Karmali,123,1.Aurangabad (M),79393.0,2.Daudnagar (M),38014.0,3.Rafiganj (NA),24992.0,1739.0,1739.0,1739.0,527.0,312,160,1148.0,220,76,4,270,53,68,261.0,201.0,445.0,1429,33.5,52.3,14.2
34,35,Bihar,"District Gaya (35), Bihar (10)",3473428.0,1792163.0,1681265.0,30.19,2997479,475949,1029675,29.64,510968.0,7.0,938.0,968.0,2945,0.08,1405453.0,913020.0,492433.0,50.45,63.27,36.66,1405453.0,80880.0,365097.0,373287.0,183747.0,315430.0,86752.0,444584.0,998947.0,1786754.0,243143.0,1277639.0,994459.0,283180.0,2195789.0,1.Bhuiya,458319.0,2.Dusadh etc.,192554.0,3.Chamar etc.,171904.0,1.Hindus,3063841.0,2.Muslims,403439.0,3.Religion not stated,1622.0,1.Lohara etc.,747,2.Kharwar,365,3.Oraon,346,1.Gaya (M Corp.),385432.0,2.Sherghati (NA),32526.0,3.Bodh Gaya (NA),30857.0,2680.0,2680.0,2678.0,539.0,227,340,1635.0,277,104,9,278,55,107,380.0,270.0,711.0,2121,32.7,46.7,20.7
35,36,Bihar,"District Nawada (36), Bihar (10)",1809696.0,929960.0,879736.0,33.08,1671253,138443,435975,24.09,256386.0,7.0,946.0,977.0,2158,0.12,679135.0,453300.0,225835.0,46.83,60.58,32.17,679135.0,33841.0,164913.0,193068.0,85800.0,165701.0,35707.0,229592.0,529127.0,925574.0,125403.0,674377.0,507934.0,166443.0,1135319.0,1.Musahar,119465.0,2.Rajwar,117417.0,3.Pasi,68353.0,1.Hindus,1604223.0,2.Muslims,204457.0,3.Religion not stated,354.0,1.Kharwar,626,2.Santal,461,3.Lohara etc.,227,1.Nawada (M),81891.0,2.Warisaliganj (NA),31347.0,3.Hisua (NA),25205.0,964.0,964.0,961.0,509.0,91,213,749.0,159,60,3,156,37,74,191.0,108.0,363.0,582,38.9,47.5,13.6
36,37,Bihar,"District Jamui * (37), Bihar (10)",1398796.0,729138.0,669658.0,32.9,1295552,103244,242710,17.35,232939.0,6.0,918.0,963.0,67357,4.82,476261.0,335723.0,140538.0,42.43,57.06,26.32,476261.0,25053.0,134181.0,146100.0,60873.0,93148.0,16894.0,178083.0,403211.0,727511.0,89991.0,596617.0,392536.0,204081.0,802179.0,1.Musahar,85140.0,2.Chamar etc.,71909.0,3.Dusadh etc.,44599.0,1.Hindus,1212941.0,2.Muslims,170334.0,3.Others,9511.0,1.Santal,56149,2.Generic Tribes etc.,3772,3.Kora,2319,1.Jamui (M),66797.0,2.Jhajha (NA),36447.0,,,1314.0,1314.0,1310.0,270.0,153,70,706.0,150,48,5,124,14,62,164.0,67.0,299.0,1058,26.6,63.7,9.7
0,1,HP,"District Chamba (01), Himachal Pradesh (02)",460887.0,235218.0,225669.0,17.09,426345.0,34542,92359.0,20.04,87029.0,5.0,959.0,954.0,117569.0,25.51,246169.0,152533.0,93636.0,62.91,76.41,48.85,246169.0,4354.0,72121.0,75341.0,34228.0,51105.0,8997.0,48539.0,114767.0,263226.0,34355.0,230452.0,128452.0,102000.0,230435.0,1.Hali,32698.0,2.Sipi,16907.0,3.Chamar etc.,10416.0,1.Hindus,428134.0,2.Muslims,26801.0,3.Sikhs,2497.0,1.Gaddi,91789.0,2.Pangwala,15875.0,3.Gujjar,8302.0,1.Chamba (M Cl),20327.0,2.Dalhousie (M Cl),7425.0,3.Chuari Khas (NP),3016.0,1118.0,1118.0,1108.0,1111.0,962.0,-,852.0,290.0,172.0,2,300.0,28.0,199.0,483.0,402.0,333.0,571.0,61.5,37.0,1.5
1,2,HP,"District Kangra (02), Himachal Pradesh (02)",1339030.0,661254.0,677776.0,14.01,1266745.0,72285,279540.0,20.88,272487.0,5.0,1025.0,835.0,1597.0,0.12,940505.0,500383.0,440122.0,80.08,87.54,73.01,940505.0,11092.0,163622.0,259382.0,174315.0,287036.0,44916.0,116273.0,283533.0,800028.0,139196.0,588994.0,336649.0,252345.0,750036.0,1.Chamar etc.,101358.0,2.Julaha etc.,34875.0,3.Lohar,26608.0,1.Hindus,1301544.0,2.Muslims,15951.0,3.Buddhists,10615.0,1.Bhot etc.,1358.0,2.Generic Tribes etc.,71.0,3.Pangwala,55.0,1.Dharmsala (M Cl),19124.0,2.YOI (CB),10775.0,3.Kangra (M Cl),9156.0,3619.0,3619.0,3617.0,3602.0,1455.0,75,1869.0,725.0,466.0,9,786.0,48.0,430.0,2346.0,2127.0,1767.0,2220.0,37.5,60.4,2.1
2,3,HP,"District Lahul & Spiti (03), Himachal Pradesh (02)",33224.0,18441.0,14783.0,6.17,33224.0,-,2605.0,7.84,7999.0,4.0,802.0,961.0,24238.0,72.95,21609.0,13726.0,7883.0,73.1,82.82,60.7,21609.0,1333.0,5282.0,5439.0,3288.0,5098.0,1164.0,2547.0,5764.0,21990.0,2923.0,21088.0,19209.0,1879.0,12136.0,1.Chanal,1286.0,2.Lohar,872.0,3.Hesi,170.0,1.Buddhists,19535.0,2.Hindus,13428.0,3.Muslims,134.0,1.Bhot etc.,17215.0,2.Swangla,6778.0,3.Lahaula,88.0,No Urban Area,,,,,,287.0,287.0,266.0,250.0,241.0,-,189.0,57.0,42.0,1,65.0,9.0,34.0,77.0,167.0,87.0,156.0,21.8,42.7,35.0
3,4,HP,"District Kullu (04), Himachal Pradesh (02)",381571.0,198016.0,183555.0,25.6,351478.0,30093,107897.0,28.28,76902.0,5.0,927.0,959.0,11351.0,2.97,239649.0,143655.0,95994.0,72.9,83.98,60.88,239649.0,3747.0,65666.0,68910.0,35947.0,53725.0,11636.0,36725.0,89355.0,227149.0,28342.0,216513.0,166715.0,49798.0,165058.0,1.Kori etc.,75911.0,2.Lohar,15497.0,3.Chamar etc.,6111.0,1.Hindus,363646.0,2.Buddhists,13789.0,3.Muslims,1788.0,1.Bhot etc.,5407.0,2.Swangla,2106.0,3.Kanaura etc.,1461.0,1.Kullu,30093.0,2.Kullu (M Cl),18306.0,3.Manali (NP),6265.0,172.0,172.0,172.0,172.0,123.0,2,171.0,122.0,96.0,-,140.0,13.0,98.0,163.0,111.0,82.0,112.0,87.9,11.0,1.1
4,5,HP,"District Mandi (05), Himachal Pradesh (02)",901344.0,447872.0,453472.0,16.05,840362.0,60982,261233.0,28.98,182378.0,5.0,1013.0,918.0,10564.0,1.17,587884.0,331171.0,256713.0,75.24,85.94,64.82,587884.0,7906.0,119193.0,165195.0,95535.0,173205.0,26714.0,85369.0,196391.0,535660.0,83924.0,454292.0,269076.0,185216.0,447052.0,1.Kori etc.,86686.0,2.Chamar etc.,62556.0,3.Lohar,49872.0,1.Hindus,885097.0,2.Muslims,8309.0,3.Sikhs,4753.0,1.Gujjar,9395.0,2.Gaddi,600.0,3.Kanaura etc.,182.0,1.Mandi (M Cl),26873.0,2.Sundarnagar (M Cl),23986.0,3.Jogindarnagar (NP),5048.0,2833.0,2833.0,2833.0,2827.0,1225.0,49,1621.0,498.0,315.0,3,533.0,45.0,309.0,1803.0,1207.0,748.0,1363.0,82.5,16.9,0.6
5,6,HP,"District Hamirpur (06), Himachal Pradesh (02)",412700.0,196593.0,216107.0,11.62,382494.0,30206,98539.0,23.88,86771.0,5.0,1099.0,850.0,155.0,0.04,298498.0,152537.0,145961.0,82.46,90.15,75.7,298498.0,2529.0,44767.0,79284.0,59251.0,96848.0,15783.0,36232.0,85853.0,240029.0,50586.0,205405.0,119870.0,85535.0,207295.0,1.Chamar etc.,48047.0,2.Julaha etc.,21927.0,3.Lohar,10402.0,1.Hindus,408130.0,2.Muslims,3489.0,3.Sikhs,547.0,1.Generic Tribes etc.,109.0,2.Jad etc.,16.0,3.Kanaura etc.,12.0,1.Hamirpur (M Cl),17252.0,2.Tira Sujanpur (NP),7077.0,3.Nadaun (NP),4405.0,1635.0,1635.0,1634.0,1619.0,370.0,7,555.0,224.0,163.0,3,289.0,16.0,153.0,1422.0,891.0,733.0,930.0,41.1,56.8,2.1
6,7,HP,"District Una (07), Himachal Pradesh (02)",448273.0,224524.0,223749.0,18.43,408849.0,39424,100588.0,22.44,88181.0,5.0,997.0,837.0,51.0,0.01,312278.0,168450.0,143828.0,80.37,87.73,73.18,312278.0,3377.0,55738.0,88129.0,57583.0,93782.0,13646.0,42138.0,97088.0,259046.0,50001.0,201658.0,119050.0,82608.0,246615.0,1.Chamar etc.,60180.0,2.Julaha etc.,13624.0,3.Lohar,10723.0,1.Hindus,412491.0,2.Sikhs,23372.0,3.Muslims,11632.0,1.Kanaura etc.,25.0,2.Generic Tribes etc.,22.0,3.Lahaula,3.0,1.Una (M Cl),15900.0,2.Mehatpur Basdehra (NP),8681.0,3.Santokhgarh (NP),8308.0,758.0,758.0,756.0,756.0,389.0,26,415.0,193.0,145.0,4,284.0,12.0,131.0,675.0,489.0,450.0,555.0,67.2,25.5,7.4
7,8,HP,"District Bilaspur (08), Himachal Pradesh (02)",340885.0,171263.0,169622.0,15.35,318934.0,21951,86581.0,25.4,65750.0,5.0,990.0,881.0,9180.0,2.69,231733.0,127738.0,103995.0,77.76,86.04,69.55,231733.0,3082.0,38795.0,67592.0,42373.0,68148.0,11726.0,30878.0,71841.0,201734.0,36432.0,166708.0,110652.0,56056.0,174177.0,,45068.0,,19935.0,,8966.0,,331772.0,,5938.0,,2696.0,1.Gujjar,9108.0,2.Jad etc.,24.0,3.Gaddi,18.0,(M Cl),13058.0,,5721.0,(NP),2011.0,965.0,965.0,963.0,962.0,370.0,16,544.0,168.0,102.0,1,230.0,19.0,135.0,674.0,574.0,513.0,572.0,70.5,27.9,1.6
8,9,HP,"District Solan (09), Himachal Pradesh (02)",500557.0,270291.0,230266.0,30.64,409362.0,91195,140642.0,28.1,99317.0,5.0,852.0,900.0,3542.0,0.71,332410.0,199444.0,132966.0,76.57,84.75,66.89,332410.0,4363.0,62747.0,88573.0,58832.0,94957.0,22900.0,47189.0,103238.0,312929.0,37201.0,263445.0,172274.0,91171.0,237112.0,,52147.0,,35801.0,,19496.0,,475595.0,,11479.0,,11053.0,1.Gujjar,2891.0,2.Kanaura etc.,469.0,3.Generic Tribes etc.,67.0,(M Cl),34206.0,(NP),22601.0,,9443.0,2388.0,2386.0,2332.0,2383.0,1535.0,169,798.0,227.0,129.0,1,310.0,20.0,178.0,1783.0,1210.0,783.0,1344.0,69.9,25.6,4.6
9,10,HP,"District Sirmaur (10), Himachal Pradesh (02)",458593.0,241299.0,217294.0,20.72,410923.0,47670,135774.0,29.61,81441.0,6.0,901.0,934.0,5960.0,1.3,274643.0,163415.0,111228.0,70.39,79.36,60.37,274643.0,5362.0,78462.0,82376.0,41188.0,54470.0,12755.0,48301.0,110941.0,264905.0,34446.0,225872.0,175913.0,49959.0,232721.0,,82249.0,,17049.0,,10247.0,,418214.0,,25618.0,,12105.0,1.Gujjar,5837.0,2.Kanaura etc.,54.0,3.Gaddi,21.0,,26053.0,(M Cl),19090.0,,2527.0,966.0,966.0,952.0,964.0,576.0,27,694.0,227.0,121.0,1,254.0,23.0,140.0,652.0,523.0,317.0,511.0,77.6,17.1,5.3
10,11,HP,"District Shimla (11), Himachal Pradesh (02)",722502.0,380996.0,341506.0,16.9,555269.0,167233,188787.0,26.13,154693.0,5.0,896.0,929.0,4112.0,0.57,504330.0,293745.0,210585.0,79.12,87.19,70.07,504330.0,11640.0,97060.0,114805.0,78995.0,153284.0,48464.0,59305.0,149801.0,455784.0,57612.0,370223.0,305709.0,64514.0,352279.0,1.Kori etc.,139006.0,2.Chamar etc.,10566.0,3.Lohar,8774.0,1.Hindus,704150.0,2.Muslims,8493.0,3.Sikhs,4825.0,1.Kanaura etc.,3024.0,2.Bhot etc.,520.0,3.Generic Tribes etc.,282.0,1.Shimla (M Corp.),142555.0,2.Rohru (NP),6607.0,3.Rampur (M Cl),5653.0,2520.0,2519.0,2493.0,2508.0,1921.0,69,1363.0,453.0,288.0,3,396.0,53.0,256.0,1806.0,938.0,477.0,1218.0,83.2,14.6,2.2
